"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240514,2024-05-14,13874A,CME ,00,138 , 2081097,  177385,  850102,   41166, 1107260,  188008,  139041,  159771,  452247,   58115,  116577,  168967,    3778, 1803093, 1901424,  278004,  179673,   50122,    9524,   33125,     381,   33041,  -23631,   -3025,   -2107,   30119,    1426,   12879,    7231,     191,   52310,   45817,   -2188,    4305,  100.0,    8.5,   40.8,    2.0,   53.2,    9.0,    6.7,    7.7,   21.7,    2.8,    5.6,    8.1,    0.2,   86.6,   91.4,   13.4,    8.6,    470,     29,     37,     20,    171,     54,     95,     68,     73,     53,     21,     16,      7,    356,    289,    10.5,    32.0,    16.2,    43.3,     9.2,    31.1,    14.7,    42.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240507,2024-05-07,13874A,CME ,00,138 , 2030975,  167861,  816977,   40785, 1074219,  211639,  142066,  161878,  422128,   56689,  103698,  161736,    3587, 1750783, 1855607,  280192,  175368,   24771,   21303,  -12773,    5813,    7468,  -30264,   -5979,    4067,   68427,   -2994,   -5245,    -433,    -774,   23659,   21023,    1112,    3748,  100.0,    8.3,   40.2,    2.0,   52.9,   10.4,    7.0,    8.0,   20.8,    2.8,    5.1,    8.0,    0.2,   86.2,   91.4,   13.8,    8.6,    458,     26,     39,     18,    165,     53,     93,     69,     72,     49,     18,     15,      8,    343,    283,    10.7,    31.5,    16.2,    42.2,     9.4,    30.5,    14.7,    41.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240430,2024-04-30,13874A,CME ,00,138 , 2006204,  146558,  829750,   34972, 1066751,  241903,  148045,  157811,  353701,   59683,  108943,  162169,    4361, 1727124, 1834584,  279080,  171620,  -61686,  -15551,  -29010,     187,  -19271,   -2396,   -1096,  -27336,  -37768,    8397,    2424,   -5373,    -121,  -52367,  -67180,   -9319,    5494,  100.0,    7.3,   41.4,    1.7,   53.2,   12.1,    7.4,    7.9,   17.6,    3.0,    5.4,    8.1,    0.2,   86.1,   91.4,   13.9,    8.6,    470,     23,     42,     19,    174,     51,     97,     69,     76,     61,     19,     13,      7,    353,    301,    11.0,    31.5,    16.5,    42.3,     9.7,    30.7,    15.0,    41.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240423,2024-04-23,13874A,CME ,00,138 , 2067890,  162109,  858760,   34785, 1086022,  244299,  149141,  185147,  391469,   51286,  106519,  167542,    4482, 1779491, 1901764,  288399,  166126,  -32632,   15771,  -13439,    2648,     582,   21883,   -6285,  -26820,  -21426,   -2389,  -13757,   -1198,   -4458,  -34708,  -24664,    2076,   -7968,  100.0,    7.8,   41.5,    1.7,   52.5,   11.8,    7.2,    9.0,   18.9,    2.5,    5.2,    8.1,    0.2,   86.1,   92.0,   13.9,    8.0,    473,     25,     41,     19,    171,     48,     97,     65,     76,     57,     23,     22,      9,    353,    302,    10.9,    30.8,    16.5,    41.6,     9.7,    30.0,    15.2,    40.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240416,2024-04-16,13874A,CME ,00,138 , 2100522,  146338,  872199,   32137, 1085440,  222416,  155426,  211967,  412895,   53675,  120276,  168740,    8940, 1814199, 1926428,  286323,  174094,    8585,  -14684,  -15686,    3332,  -56469,   25148,   12796,   59680,  -80365,   17919,  -17171,   49650,     -28,    5375,   12766,    3210,   -4181,  100.0,    7.0,   41.5,    1.5,   51.7,   10.6,    7.4,   10.1,   19.7,    2.6,    5.7,    8.0,    0.4,   86.4,   91.7,   13.6,    8.3,    472,     23,     43,     19,    170,     49,     95,     64,     77,     53,     22,     23,      7,    343,    303,    12.1,    30.5,    18.5,    40.4,    10.9,    30.0,    16.8,    39.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240409,2024-04-09,13874A,CME ,00,138 , 2091937,  161022,  887885,   28805, 1141909,  197268,  142630,  152287,  493260,   35756,  137447,  119090,    8968, 1808824, 1913662,  283113,  178275,    2715,  -26983,   38187,     185,    3780,   -6484,   -1593,    2163,  -25327,    -447,   16419,   -4893,    1778,   -4698,    1406,    7413,    1309,  100.0,    7.7,   42.4,    1.4,   54.6,    9.4,    6.8,    7.3,   23.6,    1.7,    6.6,    5.7,    0.4,   86.5,   91.5,   13.5,    8.5,    471,     26,     41,     17,    170,     48,     93,     62,     77,     48,     25,     20,      8,    335,    302,    11.2,    29.7,    17.7,    40.1,    10.0,    29.1,    16.4,    39.4,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240402,2024-04-02,13874A,CME ,00,138 , 2089222,  188005,  849698,   28620, 1138129,  203752,  144223,  150124,  518587,   36203,  121028,  123983,    7190, 1813522, 1912256,  275700,  176966,  -21626,  -23479,   42820,    5543,  -24555,   -6301,   -3386,   33199,  -54849,    4253,  -18203,  -10684,     256,  -26372,  -22348,    4746,     722,  100.0,    9.0,   40.7,    1.4,   54.5,    9.8,    6.9,    7.2,   24.8,    1.7,    5.8,    5.9,    0.3,   86.8,   91.5,   13.2,    8.5,    469,     26,     38,     16,    173,     48,     93,     63,     79,     49,     22,     19,      8,    341,    294,    11.2,    28.8,    17.7,    39.9,     9.9,    28.3,    16.3,    39.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240326,2024-03-26,13874A,CME ,00,138 , 2110848,  211484,  806878,   23077, 1162684,  210053,  147609,  116925,  573436,   31950,  139231,  134667,    6934, 1839894, 1934604,  270954,  176244,   16099,   15400,  -12289,    2378,   -2358,   -8161,   -5510,    3777,   27418,    2991,   -7704,   12789,   -1841,    7133,   17775,    8966,   -1676,  100.0,   10.0,   38.2,    1.1,   55.1,   10.0,    7.0,    5.5,   27.2,    1.5,    6.6,    6.4,    0.3,   87.2,   91.7,   12.8,    8.3,    479,     28,     39,     14,    174,     53,     93,     56,     85,     46,     21,     21,      8,    337,    303,    11.0,    26.4,    17.7,    37.3,     9.7,    26.0,    16.4,    36.8,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240319,2024-03-19,13874A,CME ,00,138 , 2094749,  196084,  819167,   20699, 1165042,  218214,  153119,  113148,  546018,   28959,  146935,  121878,    8775, 1832761, 1916829,  261988,  177920, -583590,  -88102,   39460, -148356,   20015,  -13016,  -66562,  -41392, -102522, -182859,   15586,  -31843,  -62208, -553878, -567906,  -29712,  -15684,  100.0,    9.4,   39.1,    1.0,   55.6,   10.4,    7.3,    5.4,   26.1,    1.4,    7.0,    5.8,    0.4,   87.5,   91.5,   12.5,    8.5,    474,     25,     39,     12,    172,     53,     95,     62,     81,     51,     23,     18,      8,    338,    302,    12.1,    26.7,    19.5,    37.3,    11.0,    26.4,    18.1,    36.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240312,2024-03-12,13874A,CME ,00,138 , 2678339,  284186,  779707,  169055, 1145027,  231230,  219681,  154540,  648540,  211818,  131349,  153721,   70983, 2386639, 2484735,  291700,  193604,  300642,   -5281,  -48908,   74445,  -11714,   -7345,   69969,  -28171,   58968,  100823,    8614,  -24935,   64850,  273535,  287867,   27107,   12775,  100.0,   10.6,   29.1,    6.3,   42.8,    8.6,    8.2,    5.8,   24.2,    7.9,    4.9,    5.7,    2.7,   89.1,   92.8,   10.9,    7.2,    496,     33,     40,     37,    168,     59,    101,     65,     84,     72,     24,     22,     15,    382,    339,    10.4,    22.7,    18.1,    33.4,     8.3,    19.7,    14.1,    27.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240305,2024-03-05,13874A,CME ,00,138 , 2377697,  289467,  828615,   94610, 1156741,  238575,  149712,  182711,  589572,  110995,  122735,  178656,    6133, 2113104, 2196868,  264593,  180829,   33357,   22233,  -13033,    7391,  -18005,    4071,   -4521,   15537,  -11847,   28798,  -20289,   21040,    1076,   32220,   32975,    1137,     382,  100.0,   12.2,   34.8,    4.0,   48.6,   10.0,    6.3,    7.7,   24.8,    4.7,    5.2,    7.5,    0.3,   88.9,   92.4,   11.1,    7.6,    509,     33,     37,     27,    173,     59,     96,     69,     91,     67,     24,     21,      9,    374,    334,    10.2,    24.5,    16.9,    35.2,     9.2,    23.6,    15.5,    31.6,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240227,2024-02-27,13874A,CME ,00,138 , 2344340,  267234,  841648,   87219, 1174746,  234504,  154233,  167174,  601419,   82197,  143024,  157616,    5057, 2080884, 2163893,  263456,  180447,   21387,  -28380,  -12315,   18872,   -3148,    1909,   -5557,   16792,   33773,    2877,   17347,  -12924,    1240,   20043,   27875,    1344,   -6488,  100.0,   11.4,   35.9,    3.7,   50.1,   10.0,    6.6,    7.1,   25.7,    3.5,    6.1,    6.7,    0.2,   88.8,   92.3,   11.2,    7.7,    505,     30,     37,     24,    176,     60,     96,     65,     90,     61,     22,     24,     10,    370,    326,    10.4,    25.2,    17.0,    35.1,     9.3,    24.0,    15.7,    31.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240220,2024-02-20,13874A,CME ,00,138 , 2322953,  295614,  853963,   68347, 1177894,  232595,  159790,  150382,  567646,   79320,  125677,  170540,    3817, 2060841, 2136018,  262112,  186935,  -16011,   -3081,  -16740,    8403,   -3665,  -11124,    2830,  -28214,    9583,   10077,   -5350,  -10118,   -4384,  -23384,  -11473,    7373,   -4538,  100.0,   12.7,   36.8,    2.9,   50.7,   10.0,    6.9,    6.5,   24.4,    3.4,    5.4,    7.3,    0.2,   88.7,   92.0,   11.3,    8.0,    500,     30,     37,     21,    172,     58,     98,     67,     92,     54,     22,     21,      9,    359,    323,    10.7,    25.6,    18.0,    35.3,     9.7,    24.5,    16.7,    32.0,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,13874A,CME ,00,138 , 2338964,  298695,  870703,   59944, 1181559,  243719,  156960,  178596,  558063,   69243,  131027,  180658,    8201, 2084225, 2147491,  254739,  191473,   41579,   10381,   12389,    4678,    2061,  -19761,    1755,   13759,  -17865,   23339,  -18015,   25565,    4681,   42639,   34781,   -1060,    6798,  100.0,   12.8,   37.2,    2.6,   50.5,   10.4,    6.7,    7.6,   23.9,    3.0,    5.6,    7.7,    0.4,   89.1,   91.8,   10.9,    8.2,    515,     31,     36,     20,    175,     60,     96,     76,     89,     58,     23,     24,      6,    375,    320,    10.4,    25.2,    18.0,    34.8,     9.4,    24.5,    16.7,    32.3,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,13874A,CME ,00,138 , 2297385,  288314,  858314,   55266, 1179498,  263480,  155205,  164837,  575928,   45904,  149042,  155093,    3520, 2041586, 2112710,  255799,  184675,  -11570,   27363,  -11709,    2105,  -30563,   22911,    -339,  -10976,  -29421,    1758,   10322,    1721,   -2092,   -2422,  -15066,   -9148,    3496,  100.0,   12.5,   37.4,    2.4,   51.3,   11.5,    6.8,    7.2,   25.1,    2.0,    6.5,    6.8,    0.2,   88.9,   92.0,   11.1,    8.0,    507,     32,     37,     21,    173,     65,    100,     74,     86,     57,     21,     18,      6,    372,    319,    10.7,    26.1,    17.3,    35.8,     9.5,    25.3,    16.0,    34.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,13874A,CME ,00,138 , 2308955,  260951,  870023,   53161, 1210061,  240569,  155544,  175813,  605349,   44146,  138720,  153372,    5612, 2044008, 2127776,  264947,  181179,   37643,   12578,   32323,    8625,   19453,  -37785,   -2125,   -2658,   34255,   -2871,    2850,    8860,    -637,   35215,   40645,    2428,   -3002,  100.0,   11.3,   37.7,    2.3,   52.4,   10.4,    6.7,    7.6,   26.2,    1.9,    6.0,    6.6,    0.2,   88.5,   92.2,   11.5,    7.8,    512,     30,     36,     17,    181,     59,     99,     80,     82,     57,     23,     20,      5,    372,    318,    10.4,    25.8,    16.5,    36.6,     9.3,    25.2,    15.5,    35.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,13874A,CME ,00,138 , 2271312,  248373,  837700,   44536, 1190608,  278354,  157669,  178471,  571094,   47017,  135870,  144512,    6249, 2008793, 2087131,  262519,  184181,   54255,   29529,  -17848,    7351,     980,   16029,  -14872,   26192,  120136,  -11518,   23630,  -26460,   -6091,   55201,   66727,    -946,  -12472,  100.0,   10.9,   36.9,    2.0,   52.4,   12.3,    6.9,    7.9,   25.1,    2.1,    6.0,    6.4,    0.3,   88.4,   91.9,   11.6,    8.1,    505,     29,     36,     19,    181,     61,    101,     79,     77,     56,     22,     19,      7,    368,    320,    10.8,    25.0,    16.8,    35.6,     9.7,    24.6,    15.7,    33.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,13874A,CME ,00,138 , 2217057,  218844,  855548,   37185, 1189628,  262325,  172541,  152279,  450958,   58535,  112240,  170972,   12340, 1953592, 2020404,  263465,  196653,    7729,    5553,  -41653,    2189,   -4462,   -3704,    9614,   -5392,  -19228,    5859,    4484,   30026,    5315,   23160,  -11582,  -15431,   19311,  100.0,    9.9,   38.6,    1.7,   53.7,   11.8,    7.8,    6.9,   20.3,    2.6,    5.1,    7.7,    0.6,   88.1,   91.1,   11.9,    8.9,    501,     32,     37,     19,    181,     63,    104,     61,     84,     55,     21,     21,      6,    363,    322,    11.5,    24.5,    17.9,    34.8,    10.3,    24.2,    16.7,    33.1,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,13874A,CME ,00,138 , 2209328,  213291,  897201,   34996, 1194090,  266029,  162927,  157671,  470186,   52676,  107756,  140946,    7025, 1930432, 2031986,  278896,  177342,  -11887,  -42743,   48341,    -270,  -24315,    2547,    2758,    9161,  -68125,   17553,   13067,  -12781,    4326,  -20463,   -5651,    8576,   -6236,  100.0,    9.7,   40.6,    1.6,   54.0,   12.0,    7.4,    7.1,   21.3,    2.4,    4.9,    6.4,    0.3,   87.4,   92.0,   12.6,    8.0,    499,     27,     42,     19,    180,     61,    102,     65,     80,     51,     20,     24,      7,    357,    321,    11.4,    25.7,    18.1,    36.1,    10.2,    25.4,    16.9,    34.7,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,13874A,CME ,00,138 , 2221215,  256034,  848860,   35266, 1218405,  263482,  160169,  148510,  538311,   35123,   94689,  153727,    2699, 1950895, 2037637,  270320,  183578,   65902,  -16729,   33520,    4517,   64796,  -11754,    2991,    2373,   37179,    1997,    -368,    6196,   -2935,   56642,   71711,    9260,   -5809,  100.0,   11.5,   38.2,    1.6,   54.9,   11.9,    7.2,    6.7,   24.2,    1.6,    4.3,    6.9,    0.1,   87.8,   91.7,   12.2,    8.3,    489,     29,     38,     19,    178,     60,    101,     63,     79,     46,     16,     26,      6,    348,    313,    11.7,    25.5,    18.6,    35.3,    10.5,    25.4,    17.2,    34.2,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241231,2024-12-31,13874U,CME ,00,138 ,  104241,    5012,       0,       0,   21937,    2914,     444,    7001,   18288,      45,    1224,       0,       0,   35663,   21691,   68578,   82550,    7098,    3349,   -2134,       0,   -4845,    1803,      -1,    2569,    4799,    -276,      70,       0,       0,     866,    4191,    6232,    2907,  100.0,    4.8,    0.0,    0.0,   21.0,    2.8,    0.4,    6.7,   17.5,    0.0,    1.2,    0.0,    0.0,   34.2,   20.8,   65.8,   79.2,     29,.,      0,      0,     11,.,      6,      6,      7,.,.,      0,      0,     23,     14,    13.3,    14.7,    20.7,    20.1,    13.3,    14.6,    20.6,    20.1,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241224,2024-12-24,13874U,CME ,00,138 ,   97143,    1663,    2134,       0,   26782,    1111,     445,    4432,   13489,     321,    1154,       0,       0,   34797,   17500,   62346,   79643, -181995,  -31657,    -991,    -349,   -3009,      -2,     261, -110397,  -18354,  -22642,   -4774,  -14362,    -414, -172981,  -56853,   -9014, -125142,  100.0,    1.7,    2.2,    0.0,   27.6,    1.1,    0.5,    4.6,   13.9,    0.3,    1.2,    0.0,    0.0,   35.8,   18.0,   64.2,   82.0,     27,.,.,      0,     12,.,      6,.,      8,      4,.,      0,      0,     21,     16,    15.6,    12.9,    23.5,    17.2,    15.5,    12.8,    23.3,    17.0,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,13874U,CME ,00,138 ,  279138,   33320,    3125,     349,   29791,    1113,     184,  114829,   31843,   22963,    5928,   14362,     414,  207778,   74353,   71360,  204785,   32775,     722,     319,     345,    3911,   -1005,   -1308,   11362,  -10996,   17084,    1321,    2038,     412,   33849,    6889,   -1074,   25886,  100.0,   11.9,    1.1,    0.1,   10.7,    0.4,    0.1,   41.1,   11.4,    8.2,    2.1,    5.1,    0.1,   74.4,   26.6,   25.6,   73.4,     38,.,.,.,     12,.,      5,      8,     10,      9,.,.,.,     30,     25,    49.9,    10.9,    60.1,    18.7,    47.4,    10.1,    55.8,    15.4,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241210,2024-12-10,13874U,CME ,00,138 ,  246363,   32598,    2806,       4,   25880,    2118,    1492,  103467,   42839,    5879,    4607,   12324,       2,  173929,   67464,   72434,  178899,    8639,    4752,   -1068,      -8,   -2715,   -1022,     101,     686,    8452,    -291,       0,     489,       2,    2527,    6655,    6112,    1984,  100.0,   13.2,    1.1,    0.0,   10.5,    0.9,    0.6,   42.0,   17.4,    2.4,    1.9,    5.0,    0.0,   70.6,   27.4,   29.4,   72.6,     39,.,.,.,     11,.,      6,      9,     10,      9,.,.,.,     31,     25,    47.8,    13.2,    57.4,    20.8,    46.9,    13.1,    56.5,    20.3,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241203,2024-12-03,13874U,CME ,00,138 ,  237724,   27846,    3874,      12,   28595,    3140,    1391,  102781,   34387,    6170,    4607,   11835,       0,  171402,   60809,   66322,  176915,    3090,    -612,    -169,       2,   -4310,    1743,     -15,    5907,   -9624,     606,       0,    1908,       0,    1578,   -5549,    1512,    8639,  100.0,   11.7,    1.6,    0.0,   12.0,    1.3,    0.6,   43.2,   14.5,    2.6,    1.9,    5.0,    0.0,   72.1,   25.6,   27.9,   74.4,     40,.,.,.,     11,.,      5,     11,      9,      7,.,.,      0,     32,     21,    48.0,    12.7,    56.5,    19.6,    47.1,    12.6,    55.6,    18.8,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241126,2024-11-26,13874U,CME ,00,138 ,  234634,   28458,    4043,      10,   32905,    1397,    1406,   96874,   44011,    5564,    4607,    9927,       0,  169824,   66358,   64810,  168276,   20716,    1901,    1145,       4,    4187,     365,     -41,   16874,   10513,     524,       0,    1133,       0,   23449,   13643,   -2733,    7073,  100.0,   12.1,    1.7,    0.0,   14.0,    0.6,    0.6,   41.3,   18.8,    2.4,    2.0,    4.2,    0.0,   72.4,   28.3,   27.6,   71.7,     43,.,.,.,     11,.,      5,     12,     11,      7,.,.,      0,     33,     23,    45.9,    12.5,    54.8,    20.5,    44.9,    12.4,    53.9,    19.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241119,2024-11-19,13874U,CME ,00,138 ,  213918,   26557,    2898,       6,   28718,    1032,    1447,   80000,   33498,    5040,    4607,    8794,       0,  146375,   52715,   67543,  161203,   10737,    4354,    1005,       6,    -426,    1032,     918,   -4687,    6940,    1614,    2315,     944,       0,    4094,   12459,    6643,   -1722,  100.0,   12.4,    1.4,    0.0,   13.4,    0.5,    0.7,   37.4,   15.7,    2.4,    2.2,    4.1,    0.0,   68.4,   24.6,   31.6,   75.4,     39,.,.,.,     13,.,      6,      9,     10,      8,.,.,      0,     30,     24,    44.5,    11.5,    53.7,    18.4,    43.4,    11.5,    52.2,    17.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241112,2024-11-12,13874U,CME ,00,138 ,  203181,   22203,    1893,       0,   29144,       0,     529,   84687,   26558,    3426,    2292,    7850,       0,  142281,   40256,   60900,  162925,   19587,    -437,    -446,       0,    6388,       0,     322,   16401,    2944,      38,       0,     734,       0,   22712,    3592,   -3125,   15995,  100.0,   10.9,    0.9,    0.0,   14.3,    0.0,    0.3,   41.7,   13.1,    1.7,    1.1,    3.9,    0.0,   70.0,   19.8,   30.0,   80.2,     35,.,.,      0,     11,      0,.,     11,      8,      7,.,.,      0,     27,     18,    44.8,    10.7,    54.3,    16.6,    43.7,    10.7,    53.2,    16.1,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241105,2024-11-05,13874U,CME ,00,138 ,  183594,   22640,    2339,       0,   22756,       0,     207,   68286,   23614,    3388,    2292,    7116,       0,  119569,   36664,   64025,  146930,   17860,    5600,     384,       0,      60,       0,     -43,    8487,   -2994,    1088,       0,    1088,       0,   15192,    -477,    2668,   18337,  100.0,   12.3,    1.3,    0.0,   12.4,    0.0,    0.1,   37.2,   12.9,    1.8,    1.2,    3.9,    0.0,   65.1,   20.0,   34.9,   80.0,     30,.,.,      0,      9,      0,.,      8,      8,      4,.,.,      0,     21,     15,    44.9,    10.4,    53.6,    16.5,    43.7,    10.4,    52.2,    16.1,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241029,2024-10-29,13874U,CME ,00,138 ,  165734,   17040,    1955,       0,   22696,       0,     250,   59799,   26608,    2300,    2292,    6028,       0,  104377,   37141,   61357,  128593,   19630,    4648,     591,       0,   -1532,       0,      13,   16239,   -9872,    -176,       0,    2724,       0,   19192,   -6720,     438,   26350,  100.0,   10.3,    1.2,    0.0,   13.7,    0.0,    0.2,   36.1,   16.1,    1.4,    1.4,    3.6,    0.0,   63.0,   22.4,   37.0,   77.6,     34,.,.,      0,     10,      0,.,     10,      9,      4,.,.,      0,     24,     16,    41.7,    11.5,    49.2,    18.3,    41.0,    11.5,    48.5,    17.9,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","FutOnly"
